timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/09/23 23:03:59.355, 1, 2722 MHz, 14001 MHz, 600.17 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:00.369, 0, 34 MHz, 405 MHz, 19.33 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:00.369, 1, 2722 MHz, 14001 MHz, 599.89 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:01.384, 0, 36 MHz, 405 MHz, 20.06 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:01.384, 1, 2722 MHz, 14001 MHz, 599.87 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:02.386, 0, 34 MHz, 405 MHz, 19.11 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:02.386, 1, 2722 MHz, 14001 MHz, 600.24 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:03.397, 0, 36 MHz, 405 MHz, 19.59 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:03.397, 1, 2722 MHz, 14001 MHz, 599.62 W, 69, 98 %, 4769 MiB
2026/09/23 23:04:04.412, 0, 35 MHz, 405 MHz, 19.04 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:04.412, 1, 2722 MHz, 14001 MHz, 600.05 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:05.426, 0, 38 MHz, 405 MHz, 19.25 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:05.426, 1, 2722 MHz, 14001 MHz, 600.16 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:06.440, 0, 39 MHz, 405 MHz, 19.39 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:06.440, 1, 2722 MHz, 14001 MHz, 600.01 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:07.441, 0, 36 MHz, 405 MHz, 18.46 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:07.441, 1, 2722 MHz, 14001 MHz, 599.84 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:08.454, 0, 37 MHz, 405 MHz, 18.56 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:08.454, 1, 2722 MHz, 14001 MHz, 600.04 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:09.469, 0, 36 MHz, 405 MHz, 19.85 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:09.469, 1, 2722 MHz, 14001 MHz, 600.01 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:10.479, 0, 36 MHz, 405 MHz, 19.78 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:10.479, 1, 2722 MHz, 14001 MHz, 599.97 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:11.491, 0, 44 MHz, 405 MHz, 20.18 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:11.491, 1, 2722 MHz, 14001 MHz, 600.11 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:12.492, 0, 35 MHz, 405 MHz, 19.36 W, 47, 12 %, 3232 MiB
2026/09/23 23:04:12.492, 1, 2722 MHz, 14001 MHz, 600.07 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:13.493, 0, 35 MHz, 405 MHz, 18.84 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:13.493, 1, 2715 MHz, 14001 MHz, 600.14 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:14.506, 0, 34 MHz, 405 MHz, 19.21 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:14.506, 1, 2715 MHz, 14001 MHz, 600.01 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:15.521, 0, 34 MHz, 405 MHz, 18.68 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:15.521, 1, 2805 MHz, 14001 MHz, 598.47 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:16.536, 0, 34 MHz, 405 MHz, 18.58 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:16.536, 1, 2722 MHz, 14001 MHz, 600.18 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:17.550, 0, 34 MHz, 405 MHz, 18.71 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:17.550, 1, 2722 MHz, 14001 MHz, 600.16 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:18.563, 0, 34 MHz, 405 MHz, 19.43 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:18.563, 1, 2715 MHz, 14001 MHz, 599.88 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:19.575, 0, 34 MHz, 405 MHz, 18.88 W, 47, 6 %, 3232 MiB
2026/09/23 23:04:19.575, 1, 2715 MHz, 14001 MHz, 600.10 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:20.588, 0, 34 MHz, 405 MHz, 18.84 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:20.588, 1, 2722 MHz, 14001 MHz, 599.93 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:21.601, 0, 34 MHz, 405 MHz, 19.37 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:21.601, 1, 2715 MHz, 14001 MHz, 599.82 W, 68, 99 %, 4769 MiB
2026/09/23 23:04:22.611, 0, 34 MHz, 405 MHz, 18.42 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:22.611, 1, 2715 MHz, 14001 MHz, 600.21 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:23.613, 0, 32 MHz, 405 MHz, 18.72 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:23.613, 1, 2715 MHz, 14001 MHz, 599.98 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:24.623, 0, 34 MHz, 405 MHz, 19.10 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:24.623, 1, 2715 MHz, 14001 MHz, 599.86 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:25.627, 0, 34 MHz, 405 MHz, 18.49 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:25.627, 1, 2715 MHz, 14001 MHz, 599.94 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:26.639, 0, 34 MHz, 405 MHz, 18.87 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:26.639, 1, 2715 MHz, 14001 MHz, 600.11 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:27.645, 0, 34 MHz, 405 MHz, 18.13 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:27.645, 1, 2715 MHz, 14001 MHz, 599.92 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:28.655, 0, 34 MHz, 405 MHz, 18.78 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:28.655, 1, 2715 MHz, 14001 MHz, 600.05 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:29.671, 0, 34 MHz, 405 MHz, 18.71 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:29.671, 1, 2715 MHz, 14001 MHz, 599.99 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:30.683, 0, 34 MHz, 405 MHz, 18.76 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:30.683, 1, 2715 MHz, 14001 MHz, 600.08 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:31.685, 0, 34 MHz, 405 MHz, 18.53 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:31.685, 1, 2715 MHz, 14001 MHz, 599.88 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:32.699, 0, 34 MHz, 405 MHz, 18.87 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:32.699, 1, 2715 MHz, 14001 MHz, 600.04 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:33.700, 0, 34 MHz, 405 MHz, 18.65 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:33.700, 1, 2715 MHz, 14001 MHz, 599.90 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:34.714, 0, 35 MHz, 405 MHz, 18.72 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:34.714, 1, 2715 MHz, 14001 MHz, 600.18 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:35.728, 0, 35 MHz, 405 MHz, 18.69 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:35.728, 1, 2715 MHz, 14001 MHz, 599.83 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:36.733, 0, 36 MHz, 405 MHz, 19.52 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:36.733, 1, 2715 MHz, 14001 MHz, 600.18 W, 70, 98 %, 4769 MiB
2026/09/23 23:04:37.747, 0, 35 MHz, 405 MHz, 18.57 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:37.747, 1, 2715 MHz, 14001 MHz, 599.80 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:38.758, 0, 35 MHz, 405 MHz, 18.72 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:38.758, 1, 2715 MHz, 14001 MHz, 600.18 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:39.763, 0, 34 MHz, 405 MHz, 18.90 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:39.763, 1, 2715 MHz, 14001 MHz, 599.84 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:40.772, 0, 35 MHz, 405 MHz, 18.93 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:40.772, 1, 2722 MHz, 14001 MHz, 598.63 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:41.785, 0, 35 MHz, 405 MHz, 19.37 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:41.785, 1, 2715 MHz, 14001 MHz, 600.11 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:42.790, 0, 44 MHz, 405 MHz, 19.76 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:42.790, 1, 2715 MHz, 14001 MHz, 599.94 W, 69, 98 %, 4769 MiB
2026/09/23 23:04:43.799, 0, 34 MHz, 405 MHz, 18.69 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:43.799, 1, 2715 MHz, 14001 MHz, 600.06 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:44.814, 0, 34 MHz, 405 MHz, 18.63 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:44.814, 1, 2715 MHz, 14001 MHz, 599.89 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:45.817, 0, 34 MHz, 405 MHz, 18.65 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:45.817, 1, 2715 MHz, 14001 MHz, 600.09 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:46.830, 0, 34 MHz, 405 MHz, 18.96 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:46.830, 1, 2715 MHz, 14001 MHz, 599.85 W, 69, 98 %, 4769 MiB
2026/09/23 23:04:47.841, 0, 35 MHz, 405 MHz, 18.73 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:47.841, 1, 2715 MHz, 14001 MHz, 600.13 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:48.856, 0, 35 MHz, 405 MHz, 18.70 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:48.856, 1, 2707 MHz, 14001 MHz, 599.88 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:49.859, 0, 33 MHz, 405 MHz, 18.77 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:49.859, 1, 2715 MHz, 14001 MHz, 600.04 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:50.861, 0, 33 MHz, 405 MHz, 18.00 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:50.861, 1, 2715 MHz, 14001 MHz, 599.94 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:51.865, 0, 43 MHz, 405 MHz, 19.22 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:51.865, 1, 2715 MHz, 14001 MHz, 600.08 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:52.870, 0, 34 MHz, 405 MHz, 18.64 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:52.870, 1, 2707 MHz, 14001 MHz, 599.88 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:53.884, 0, 34 MHz, 405 MHz, 18.94 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:53.884, 1, 2707 MHz, 14001 MHz, 600.13 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:54.890, 0, 34 MHz, 405 MHz, 18.16 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:54.890, 1, 2715 MHz, 14001 MHz, 599.86 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:55.893, 0, 35 MHz, 405 MHz, 19.07 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:55.893, 1, 2707 MHz, 14001 MHz, 600.07 W, 69, 98 %, 4769 MiB
2026/09/23 23:04:56.897, 0, 35 MHz, 405 MHz, 19.35 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:56.897, 1, 2707 MHz, 14001 MHz, 599.86 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:57.909, 0, 34 MHz, 405 MHz, 19.12 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:57.909, 1, 2707 MHz, 14001 MHz, 600.15 W, 70, 99 %, 4769 MiB
2026/09/23 23:04:58.919, 0, 34 MHz, 405 MHz, 18.21 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:58.919, 1, 2715 MHz, 14001 MHz, 599.82 W, 69, 99 %, 4769 MiB
2026/09/23 23:04:59.926, 0, 34 MHz, 405 MHz, 18.62 W, 47, 0 %, 3232 MiB
2026/09/23 23:04:59.926, 1, 2707 MHz, 14001 MHz, 600.24 W, 70, 99 %, 4769 MiB
2026/09/23 23:05:00.936, 0, 34 MHz, 405 MHz, 19.21 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:00.936, 1, 2707 MHz, 14001 MHz, 600.12 W, 70, 99 %, 4769 MiB
2026/09/23 23:05:01.951, 0, 34 MHz, 405 MHz, 19.59 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:01.951, 1, 2707 MHz, 14001 MHz, 599.96 W, 69, 99 %, 4769 MiB
2026/09/23 23:05:02.963, 0, 34 MHz, 405 MHz, 18.94 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:02.963, 1, 2707 MHz, 14001 MHz, 600.08 W, 70, 98 %, 4769 MiB
2026/09/23 23:05:03.974, 0, 34 MHz, 405 MHz, 18.35 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:03.974, 1, 2715 MHz, 14001 MHz, 599.78 W, 69, 99 %, 4769 MiB
2026/09/23 23:05:04.979, 0, 34 MHz, 405 MHz, 17.67 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:04.979, 1, 2715 MHz, 14001 MHz, 600.10 W, 69, 99 %, 4769 MiB
2026/09/23 23:05:05.985, 0, 34 MHz, 405 MHz, 18.17 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:05.985, 1, 2745 MHz, 14001 MHz, 517.77 W, 58, 99 %, 18 MiB
2026/09/23 23:05:06.986, 0, 34 MHz, 405 MHz, 18.31 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:06.986, 1, 2955 MHz, 14001 MHz, 114.44 W, 55, 0 %, 18 MiB
2026/09/23 23:05:07.992, 0, 34 MHz, 405 MHz, 18.69 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:07.992, 1, 2572 MHz, 14001 MHz, 90.51 W, 53, 0 %, 4769 MiB
2026/09/23 23:05:08.994, 0, 34 MHz, 405 MHz, 19.01 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:08.994, 1, 2722 MHz, 14001 MHz, 504.20 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:10.000, 0, 34 MHz, 405 MHz, 17.94 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:10.000, 1, 2722 MHz, 14001 MHz, 599.91 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:11.003, 0, 35 MHz, 405 MHz, 19.53 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:11.003, 1, 2722 MHz, 14001 MHz, 600.08 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:12.008, 0, 36 MHz, 405 MHz, 19.39 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:12.008, 1, 2715 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:13.015, 0, 37 MHz, 405 MHz, 18.67 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:13.015, 1, 2722 MHz, 14001 MHz, 599.98 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:14.018, 0, 37 MHz, 405 MHz, 18.99 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:14.018, 1, 2715 MHz, 14001 MHz, 600.02 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:15.019, 0, 277 MHz, 405 MHz, 17.96 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:15.019, 1, 2715 MHz, 14001 MHz, 600.10 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:16.024, 0, 35 MHz, 405 MHz, 18.86 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:16.024, 1, 2715 MHz, 14001 MHz, 599.90 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:17.027, 0, 37 MHz, 405 MHz, 18.44 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:17.027, 1, 2715 MHz, 14001 MHz, 600.06 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:18.028, 0, 34 MHz, 405 MHz, 18.55 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:18.028, 1, 2715 MHz, 14001 MHz, 599.90 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:19.028, 0, 36 MHz, 405 MHz, 18.30 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:19.028, 1, 2715 MHz, 14001 MHz, 599.93 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:20.035, 0, 35 MHz, 405 MHz, 18.44 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:20.035, 1, 2715 MHz, 14001 MHz, 600.15 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:21.039, 0, 33 MHz, 405 MHz, 18.70 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:21.039, 1, 2715 MHz, 14001 MHz, 599.88 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:22.041, 0, 36 MHz, 405 MHz, 19.01 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:22.041, 1, 2715 MHz, 14001 MHz, 600.05 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:23.042, 0, 36 MHz, 405 MHz, 18.80 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:23.042, 1, 2715 MHz, 14001 MHz, 599.83 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:24.046, 0, 36 MHz, 405 MHz, 18.10 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:24.046, 1, 2715 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:25.061, 0, 36 MHz, 405 MHz, 18.84 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:25.061, 1, 2715 MHz, 14001 MHz, 600.20 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:26.075, 0, 35 MHz, 405 MHz, 18.88 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:26.075, 1, 2715 MHz, 14001 MHz, 599.87 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:27.077, 0, 46 MHz, 405 MHz, 19.91 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:27.077, 1, 2715 MHz, 14001 MHz, 600.08 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:28.085, 0, 307 MHz, 405 MHz, 20.03 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:28.085, 1, 2715 MHz, 14001 MHz, 599.88 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:29.088, 0, 35 MHz, 405 MHz, 19.37 W, 47, 2 %, 3232 MiB
2026/09/23 23:05:29.088, 1, 2715 MHz, 14001 MHz, 599.88 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:30.092, 0, 34 MHz, 405 MHz, 18.38 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:30.092, 1, 2715 MHz, 14001 MHz, 600.17 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:31.097, 0, 35 MHz, 405 MHz, 18.37 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:31.097, 1, 2715 MHz, 14001 MHz, 600.05 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:32.107, 0, 34 MHz, 405 MHz, 18.48 W, 47, 1 %, 3232 MiB
2026/09/23 23:05:32.107, 1, 2715 MHz, 14001 MHz, 599.84 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:33.108, 0, 34 MHz, 405 MHz, 18.17 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:33.108, 1, 2715 MHz, 14001 MHz, 599.89 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:34.116, 0, 277 MHz, 405 MHz, 18.28 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:34.116, 1, 2715 MHz, 14001 MHz, 599.09 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:35.123, 0, 35 MHz, 405 MHz, 18.82 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:35.123, 1, 2715 MHz, 14001 MHz, 599.96 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:36.128, 0, 37 MHz, 405 MHz, 18.18 W, 47, 0 %, 3232 MiB
2026/09/23 23:05:36.128, 1, 2715 MHz, 14001 MHz, 599.91 W, 68, 100 %, 4769 MiB
2026/09/23 23:05:37.135, 0, 35 MHz, 405 MHz, 18.94 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:37.135, 1, 2707 MHz, 14001 MHz, 600.20 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:38.144, 0, 35 MHz, 405 MHz, 18.54 W, 47, 5 %, 3232 MiB
2026/09/23 23:05:38.144, 1, 2707 MHz, 14001 MHz, 599.89 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:39.155, 0, 35 MHz, 405 MHz, 19.32 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:39.155, 1, 2707 MHz, 14001 MHz, 599.90 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:40.165, 0, 285 MHz, 405 MHz, 18.99 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:40.165, 1, 2707 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:41.169, 0, 35 MHz, 405 MHz, 18.46 W, 47, 4 %, 3232 MiB
2026/09/23 23:05:41.169, 1, 2707 MHz, 14001 MHz, 600.14 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:42.175, 0, 35 MHz, 405 MHz, 18.48 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:42.175, 1, 2707 MHz, 14001 MHz, 599.87 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:43.178, 0, 35 MHz, 405 MHz, 19.01 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:43.178, 1, 2707 MHz, 14001 MHz, 600.07 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:44.184, 0, 35 MHz, 405 MHz, 19.60 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:44.184, 1, 2707 MHz, 14001 MHz, 599.90 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:45.194, 0, 38 MHz, 405 MHz, 19.61 W, 47, 11 %, 3232 MiB
2026/09/23 23:05:45.194, 1, 2707 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:46.202, 0, 34 MHz, 405 MHz, 19.18 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:46.202, 1, 2707 MHz, 14001 MHz, 600.14 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:47.209, 0, 34 MHz, 405 MHz, 18.28 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:47.209, 1, 2707 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:48.223, 0, 34 MHz, 405 MHz, 18.83 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:48.223, 1, 2707 MHz, 14001 MHz, 600.07 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:49.232, 0, 34 MHz, 405 MHz, 18.72 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:49.232, 1, 2707 MHz, 14001 MHz, 599.86 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:50.239, 0, 34 MHz, 405 MHz, 18.45 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:50.239, 1, 2707 MHz, 14001 MHz, 600.15 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:51.250, 0, 34 MHz, 405 MHz, 18.66 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:51.250, 1, 2707 MHz, 14001 MHz, 599.85 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:52.260, 0, 34 MHz, 405 MHz, 18.55 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:52.260, 1, 2707 MHz, 14001 MHz, 600.06 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:53.269, 0, 34 MHz, 405 MHz, 19.11 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:53.269, 1, 2707 MHz, 14001 MHz, 599.90 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:54.281, 0, 34 MHz, 405 MHz, 18.86 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:54.281, 1, 2707 MHz, 14001 MHz, 600.12 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:55.285, 0, 34 MHz, 405 MHz, 19.16 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:55.285, 1, 2707 MHz, 14001 MHz, 599.86 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:56.285, 0, 39 MHz, 405 MHz, 18.57 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:56.285, 1, 2707 MHz, 14001 MHz, 600.05 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:57.295, 0, 285 MHz, 405 MHz, 20.05 W, 47, 11 %, 3232 MiB
2026/09/23 23:05:57.295, 1, 2707 MHz, 14001 MHz, 599.86 W, 69, 100 %, 4769 MiB
2026/09/23 23:05:58.309, 0, 34 MHz, 405 MHz, 19.08 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:58.309, 1, 2707 MHz, 14001 MHz, 592.97 W, 70, 100 %, 4769 MiB
2026/09/23 23:05:59.318, 0, 262 MHz, 405 MHz, 18.45 W, 47, 6 %, 3232 MiB
2026/09/23 23:05:59.318, 1, 2707 MHz, 14001 MHz, 598.88 W, 70, 100 %, 4769 MiB
2026/09/23 23:06:00.324, 0, 33 MHz, 405 MHz, 19.78 W, 47, 6 %, 3232 MiB
2026/09/23 23:06:00.324, 1, 2707 MHz, 14001 MHz, 599.98 W, 69, 100 %, 4769 MiB
2026/09/23 23:06:01.340, 0, 33 MHz, 405 MHz, 20.59 W, 47, 6 %, 3232 MiB
2026/09/23 23:06:01.340, 1, 2707 MHz, 14001 MHz, 600.15 W, 70, 100 %, 4769 MiB
2026/09/23 23:06:02.355, 0, 34 MHz, 405 MHz, 18.92 W, 47, 6 %, 3232 MiB
2026/09/23 23:06:02.355, 1, 2707 MHz, 14001 MHz, 599.99 W, 70, 100 %, 4769 MiB
2026/09/23 23:06:03.367, 0, 33 MHz, 405 MHz, 18.51 W, 47, 6 %, 3232 MiB
2026/09/23 23:06:03.367, 1, 2707 MHz, 14001 MHz, 599.91 W, 69, 100 %, 4769 MiB
2026/09/23 23:06:04.383, 0, 262 MHz, 405 MHz, 18.82 W, 47, 6 %, 3232 MiB
